"","node","ethcat","agecat","treat","Trade_sex","Group_sex","degree","age.gp1","age.gp2","age.gp3","age.gp4","black","white","other","Tr","NoTr","Trade","NoTrade","Group","NoGroup"
"959",959,"black","age.gp2","Tr","NoTrade","NoGroup",11,3,5,1,2,8,2,1,1,10,1,10,5,6
"960",960,"black","age.gp2","Tr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,1,0
"961",961,"black","age.gp2","Tr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,1,0
"962",962,"black","age.gp2","NoTr","NoTrade","Group",13,0,10,0,3,8,4,1,5,8,2,11,10,3
"963",963,"black","age.gp2","NoTr","NoTrade","Group",21,1,7,8,5,11,8,2,4,17,2,19,8,13
"964",964,"black","age.gp2","NoTr","NoTrade","Group",19,3,8,4,4,8,8,3,4,15,5,14,12,7
"965",965,"black","age.gp2","NoTr","NoTrade","Group",15,1,10,2,2,8,6,1,7,8,1,14,7,8
"966",966,"black","age.gp2","NoTr","NoTrade","Group",10,0,7,3,0,6,4,0,2,8,0,10,5,5
"967",967,"white","age.gp2","Tr","NoTrade","Group",22,2,9,3,8,3,18,1,9,13,1,21,16,6
"968",968,"white","age.gp2","Tr","NoTrade","Group",21,1,11,4,5,1,20,0,7,14,3,18,16,5
"969",969,"white","age.gp2","Tr","NoTrade","Group",25,1,9,7,8,4,18,3,9,16,0,25,17,8
"970",970,"white","age.gp2","Tr","NoTrade","Group",17,1,8,5,3,0,14,3,3,14,1,16,13,4
"971",971,"white","age.gp2","Tr","NoTrade","Group",26,1,13,8,4,4,20,2,6,20,6,20,16,10
"972",972,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"973",973,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"974",974,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"975",975,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,1,1,1,0,3,0,3,2,1
"976",976,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,0,1,0,1,0,1,0,1
"977",977,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,1,4,0,6,0,3,3,0,6,4,2
"978",978,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,0,2,0,2,0,0,2,0,2,0,2
"979",979,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0
"980",980,"white","age.gp4","NoTr","NoTrade","NoGroup",10,1,2,3,4,0,8,2,2,8,0,10,9,1
"981",981,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0
"982",982,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,1,1,0,1,1,0,2,1,1
"983",983,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,0,3,0,0,3,0,3,2,1
"984",984,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"985",985,"white","age.gp4","NoTr","NoTrade","NoGroup",7,1,1,3,2,1,6,0,3,4,1,6,4,3
"986",986,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,0,3,1,3,0,1,3,0,4,2,2
"987",987,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,0,2,0,1,1,0,2,2,0
"988",988,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"989",989,"white","age.gp4","NoTr","NoTrade","NoGroup",6,1,2,2,1,0,6,0,2,4,0,6,3,3
"990",990,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"991",991,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0
"992",992,"white","age.gp4","NoTr","NoTrade","NoGroup",5,1,0,2,2,0,5,0,2,3,0,5,3,2
"993",993,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"994",994,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,1,1,1,1,0,2,2,0
"995",995,"white","age.gp4","NoTr","NoTrade","NoGroup",5,2,0,2,1,0,5,0,3,2,1,4,4,1
"996",996,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1
"997",997,"white","age.gp4","NoTr","NoTrade","NoGroup",10,0,3,1,6,1,7,2,4,6,0,10,5,5
"998",998,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,2,0,4,1,5,0,2,4,0,6,6,0
"999",999,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"1000",1000,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1001",1001,"white","age.gp4","NoTr","NoTrade","NoGroup",3,1,0,0,2,0,3,0,3,0,0,3,2,1
"1002",1002,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,0,1,5,0,6,0,4,2,0,6,4,2
"1003",1003,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1004",1004,"white","age.gp1","Tr","NoTrade","Group",26,14,5,4,3,2,19,5,7,19,6,20,17,9
"1005",1005,"white","age.gp1","Tr","NoTrade","Group",26,14,5,4,3,4,15,7,5,21,1,25,9,17
"1006",1006,"white","age.gp1","Tr","NoTrade","Group",29,14,4,5,6,3,20,6,5,24,1,28,10,19
"1007",1007,"white","age.gp1","Tr","NoTrade","Group",18,6,7,2,3,2,13,3,6,12,1,17,7,11
"1008",1008,"white","age.gp1","Tr","NoTrade","Group",22,11,7,3,1,0,18,4,7,15,1,21,10,12
"1009",1009,"white","age.gp1","Tr","NoTrade","NoGroup",12,4,1,5,2,0,11,1,5,7,2,10,10,2
"1010",1010,"white","age.gp1","Tr","NoTrade","NoGroup",18,11,1,3,3,3,8,7,3,15,5,13,10,8
"1011",1011,"white","age.gp1","Tr","NoTrade","NoGroup",6,2,4,0,0,0,4,2,2,4,1,5,4,2
"1012",1012,"white","age.gp1","Tr","NoTrade","NoGroup",16,14,1,0,1,1,10,5,5,11,0,16,1,15
"1013",1013,"white","age.gp1","Tr","NoTrade","NoGroup",8,6,1,0,1,0,6,2,2,6,1,7,4,4
"1014",1014,"white","age.gp1","NoTr","NoTrade","NoGroup",12,7,3,2,0,1,9,2,2,10,2,10,8,4
"1015",1015,"white","age.gp1","NoTr","NoTrade","NoGroup",9,5,2,2,0,2,5,2,4,5,2,7,5,4
"1016",1016,"white","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,0,1,0,2,1,0,3,0,3,0,3
"1017",1017,"white","age.gp1","NoTr","NoTrade","NoGroup",4,3,1,0,0,0,3,1,0,4,0,4,2,2
"1018",1018,"white","age.gp1","NoTr","NoTrade","NoGroup",11,5,4,1,1,0,9,2,3,8,0,11,4,7
"1019",1019,"white","age.gp2","NoTr","Trade","Group",18,1,10,5,2,1,16,1,8,10,1,17,10,8
"1020",1020,"white","age.gp2","NoTr","Trade","Group",19,2,8,7,2,2,16,1,7,12,3,16,14,5
"1021",1021,"white","age.gp2","NoTr","Trade","Group",23,4,8,7,4,3,19,1,11,12,3,20,19,4
"1022",1022,"white","age.gp2","NoTr","Trade","Group",18,3,9,4,2,3,11,4,6,12,1,17,10,8
"1023",1023,"white","age.gp2","NoTr","Trade","Group",15,2,8,3,2,0,15,0,8,7,0,15,9,6
"1024",1024,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,2,1,2,1,0,0,3,1,2,2,1
"1025",1025,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,2,3,2,3,1,2,4,0,6,4,2
"1026",1026,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,2,2,1,3,2,0,1,4,1,4,4,1
"1027",1027,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"1028",1028,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,1,2,0,3,0,3,1,2
"1029",1029,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,1,0,1,0
"1030",1030,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,1,0
"1031",1031,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,1,0,1,0
"1032",1032,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,2,1,2,1,0,0,3,0,3,1,2
"1033",1033,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"1034",1034,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,2,1,0,0,3,1,2,3,0
"1035",1035,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1036",1036,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,3,0,0,0,3,2,1,3,0
"1037",1037,"black","age.gp4","NoTr","NoTrade","NoGroup",5,1,1,3,0,1,4,0,1,4,0,5,2,3
"1038",1038,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,2,1,2,3,2,0,0,5,1,4,3,2
"1039",1039,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,1,4,4,1,0,0,5,1,4,3,2
"1040",1040,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,1,0
"1041",1041,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,2,1,3,1,0,1,3,0,4,2,2
"1042",1042,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,3,1,2,1,5,0,3,3,0,6,5,1
"1043",1043,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,1,2,0,0,3,0,3,2,1
"1044",1044,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,1,0,0,1
"1045",1045,"black","age.gp4","NoTr","NoTrade","NoGroup",3,1,1,1,0,2,1,0,0,3,0,3,1,2
"1046",1046,"black","age.gp4","NoTr","NoTrade","NoGroup",7,1,0,1,5,3,3,1,2,5,1,6,4,3
"1047",1047,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,1,0
"1048",1048,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,2,2,5,0,0,0,5,1,4,2,3
"1049",1049,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,0,2,4,2,4,0,2,4,1,5,2,4
"1050",1050,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,1,0
"1051",1051,"black","age.gp4","NoTr","NoTrade","NoGroup",8,0,3,0,5,5,3,0,3,5,1,7,5,3
"1052",1052,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0
"1053",1053,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,1,3,1,3,1,2,3,0,5,4,1
"1054",1054,"white","age.gp4","NoTr","NoTrade","Group",13,2,3,1,7,1,11,1,5,8,0,13,8,5
"1055",1055,"white","age.gp4","NoTr","NoTrade","Group",10,2,1,4,3,2,6,2,0,10,1,9,5,5
"1056",1056,"white","age.gp4","NoTr","NoTrade","Group",6,0,4,0,2,1,2,3,4,2,0,6,3,3
"1057",1057,"white","age.gp4","NoTr","NoTrade","Group",11,1,5,3,2,0,9,2,4,7,0,11,6,5
"1058",1058,"white","age.gp4","NoTr","NoTrade","Group",13,1,5,1,6,2,9,2,4,9,1,12,7,6
"1059",1059,"white","age.gp4","NoTr","NoTrade","Group",15,0,4,4,7,0,15,0,5,10,1,14,11,4
"1060",1060,"white","age.gp4","NoTr","NoTrade","Group",8,0,2,0,6,1,7,0,5,3,0,8,6,2
"1061",1061,"white","age.gp4","NoTr","NoTrade","Group",5,0,1,2,2,1,4,0,2,3,1,4,3,2
"1062",1062,"white","age.gp4","NoTr","NoTrade","Group",11,0,3,0,8,0,11,0,3,8,0,11,10,1
"1063",1063,"white","age.gp4","NoTr","NoTrade","Group",11,3,1,2,5,2,8,1,3,8,2,9,6,5
"1064",1064,"white","age.gp4","NoTr","NoTrade","Group",12,0,3,4,5,0,10,2,7,5,0,12,8,4
"1065",1065,"white","age.gp4","NoTr","NoTrade","Group",12,2,2,1,7,0,12,0,4,8,1,11,8,4
"1066",1066,"white","age.gp4","NoTr","NoTrade","Group",6,0,2,1,3,0,6,0,3,3,0,6,5,1
"1067",1067,"white","age.gp4","NoTr","NoTrade","Group",11,1,4,2,4,2,7,2,3,8,2,9,5,6
"1068",1068,"white","age.gp4","NoTr","NoTrade","Group",14,2,4,3,5,1,11,2,4,10,1,13,4,10
"1069",1069,"white","age.gp4","NoTr","NoTrade","Group",12,0,4,2,6,3,9,0,5,7,1,11,9,3
"1070",1070,"white","age.gp4","NoTr","NoTrade","Group",11,1,4,3,3,0,10,1,4,7,0,11,7,4
"1071",1071,"white","age.gp4","NoTr","NoTrade","Group",16,1,3,4,8,1,14,1,2,14,0,16,13,3
"1072",1072,"white","age.gp4","NoTr","NoTrade","Group",12,1,1,0,10,0,11,1,3,9,0,12,9,3
"1073",1073,"white","age.gp4","NoTr","NoTrade","Group",6,0,2,0,4,1,4,1,3,3,1,5,3,3
"1074",1074,"white","age.gp4","NoTr","NoTrade","Group",12,1,1,5,5,3,9,0,2,10,1,11,7,5
"1075",1075,"white","age.gp4","NoTr","NoTrade","Group",16,0,4,6,6,1,14,1,5,11,0,16,11,5
"1076",1076,"white","age.gp4","NoTr","NoTrade","Group",15,1,7,1,6,2,10,3,6,9,0,15,9,6
"1077",1077,"white","age.gp4","NoTr","NoTrade","Group",15,2,3,1,9,1,12,2,7,8,1,14,10,5
"1078",1078,"white","age.gp4","NoTr","NoTrade","Group",10,2,2,1,5,2,8,0,4,6,0,10,8,2
"1079",1079,"white","age.gp4","NoTr","NoTrade","Group",12,1,8,0,3,1,8,3,7,5,0,12,7,5
"1080",1080,"white","age.gp4","NoTr","NoTrade","Group",15,0,6,1,8,0,14,1,5,10,1,14,5,10
"1081",1081,"white","age.gp4","NoTr","NoTrade","Group",7,0,3,0,4,1,6,0,3,4,0,7,5,2
"1082",1082,"white","age.gp4","NoTr","NoTrade","Group",9,0,3,0,6,1,7,1,3,6,0,9,7,2
"1083",1083,"white","age.gp4","NoTr","NoTrade","Group",16,1,1,3,11,2,13,1,5,11,1,15,9,7
"1084",1084,"white","age.gp4","NoTr","NoTrade","Group",17,2,4,1,10,0,15,2,6,11,0,17,13,4
"1085",1085,"white","age.gp4","NoTr","NoTrade","Group",7,1,1,1,4,0,6,1,3,4,0,7,4,3
"1086",1086,"black","age.gp2","Tr","NoTrade","NoGroup",8,1,4,2,1,2,5,1,5,3,1,7,5,3
"1087",1087,"black","age.gp2","Tr","NoTrade","NoGroup",8,1,2,3,2,6,1,1,1,7,1,7,1,7
"1088",1088,"black","age.gp2","Tr","NoTrade","NoGroup",9,2,3,3,1,2,7,0,3,6,2,7,7,2
"1089",1089,"black","age.gp2","Tr","NoTrade","NoGroup",12,1,6,5,0,9,3,0,2,10,1,11,5,7
"1090",1090,"black","age.gp2","Tr","NoTrade","NoGroup",8,0,4,4,0,1,7,0,4,4,0,8,5,3
"1091",1091,"black","age.gp1","NoTr","NoTrade","NoGroup",7,3,0,2,2,3,2,2,2,5,0,7,1,6
"1092",1092,"black","age.gp1","NoTr","NoTrade","NoGroup",9,6,0,2,1,4,4,1,4,5,2,7,4,5
"1093",1093,"black","age.gp1","NoTr","NoTrade","NoGroup",8,3,1,2,2,4,4,0,0,8,0,8,4,4
"1094",1094,"black","age.gp1","NoTr","NoTrade","NoGroup",9,4,2,1,2,7,2,0,3,6,3,6,4,5
"1095",1095,"black","age.gp1","NoTr","NoTrade","NoGroup",1,1,0,0,0,1,0,0,0,1,0,1,0,1
"1096",1096,"white","age.gp2","NoTr","NoTrade","Group",21,2,12,4,3,4,16,1,7,14,1,20,14,7
"1097",1097,"white","age.gp2","NoTr","NoTrade","Group",27,3,13,4,7,3,21,3,16,11,1,26,13,14
"1098",1098,"white","age.gp2","NoTr","NoTrade","Group",21,0,14,2,5,0,21,0,7,14,2,19,18,3
"1099",1099,"white","age.gp2","NoTr","NoTrade","Group",32,3,12,12,5,0,30,2,11,21,1,31,21,11
"1100",1100,"white","age.gp2","NoTr","NoTrade","Group",18,1,7,8,2,2,13,3,4,14,2,16,10,8
"1101",1101,"black","age.gp2","NoTr","NoTrade","NoGroup",7,0,3,3,1,2,4,1,3,4,2,5,4,3
"1102",1102,"black","age.gp2","NoTr","NoTrade","NoGroup",2,0,1,0,1,1,1,0,0,2,0,2,1,1
"1103",1103,"black","age.gp2","NoTr","NoTrade","NoGroup",5,0,2,3,0,3,2,0,0,5,0,5,1,4
"1104",1104,"black","age.gp2","NoTr","NoTrade","NoGroup",4,0,1,1,2,1,2,1,1,3,0,4,4,0
"1105",1105,"black","age.gp2","NoTr","NoTrade","NoGroup",9,0,7,1,1,4,3,2,6,3,1,8,6,3
"1106",1106,"other","age.gp1","NoTr","NoTrade","NoGroup",4,3,1,0,0,0,4,0,2,2,2,2,3,1
"1107",1107,"other","age.gp1","NoTr","NoTrade","NoGroup",7,3,1,2,1,0,7,0,5,2,1,6,5,2
"1108",1108,"other","age.gp1","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,1,0
"1109",1109,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,0,0,1,1,1,0,1,1,1,1,1,1
"1110",1110,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,1,0,0,3,0,1,2,0,3,1,2
"1111",1111,"other","age.gp1","NoTr","NoTrade","NoGroup",4,1,1,1,1,0,4,0,2,2,0,4,0,4
"1112",1112,"other","age.gp1","NoTr","NoTrade","NoGroup",6,4,1,1,0,0,6,0,4,2,0,6,3,3
"1113",1113,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,1,1,0,0,2,0,1,1,1,1,2,0
"1114",1114,"other","age.gp1","NoTr","NoTrade","NoGroup",2,2,0,0,0,0,1,1,0,2,0,2,1,1
"1115",1115,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,2,0,1,1,0,2,1,1
"1116",1116,"other","age.gp1","NoTr","NoTrade","NoGroup",5,1,1,1,2,0,5,0,0,5,0,5,4,1
"1117",1117,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,1,0,1,2,1,0,0,3,1,2,2,1
"1118",1118,"other","age.gp1","NoTr","NoTrade","NoGroup",5,2,2,1,0,2,2,1,2,3,2,3,1,4
"1119",1119,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,1,0,0,0,3,0,1,2,0,3,0,3
"1120",1120,"other","age.gp1","NoTr","NoTrade","NoGroup",4,1,3,0,0,0,4,0,2,2,0,4,2,2
"1121",1121,"other","age.gp1","NoTr","NoTrade","NoGroup",5,2,1,1,1,0,5,0,1,4,1,4,4,1
"1122",1122,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,2,0,2,0,0,2,2,0
"1123",1123,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,1,1,0,0,4,0,1,3,0,4,2,2
"1124",1124,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,1,1,0,0,4,0,1,3,0,4,3,1
"1125",1125,"other","age.gp1","NoTr","NoTrade","NoGroup",4,4,0,0,0,1,3,0,1,3,0,4,0,4
"1126",1126,"other","age.gp1","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1127",1127,"other","age.gp1","NoTr","NoTrade","NoGroup",7,5,0,1,1,1,6,0,2,5,1,6,3,4
"1128",1128,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,1,0,0,0,2,0,0,2,0,2,1,1
"1129",1129,"other","age.gp1","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,1,0,0,1,0,1
"1130",1130,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,1,1,0,0,2,0,2,0,0,2,2,0
"1131",1131,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,0,1,1,2,0,2,1,0,3,1,2
"1132",1132,"other","age.gp1","NoTr","NoTrade","NoGroup",4,3,1,0,0,1,3,0,2,2,1,3,2,2
"1133",1133,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,1,0,1,0,4,0,1,3,0,4,2,2
"1134",1134,"white","age.gp2","Tr","NoTrade","Group",26,0,12,6,8,2,22,2,5,21,6,20,19,7
"1135",1135,"white","age.gp2","Tr","NoTrade","Group",31,4,14,9,4,2,23,6,14,17,4,27,24,7
"1136",1136,"white","age.gp2","Tr","NoTrade","Group",31,3,17,4,7,3,23,5,15,16,1,30,25,6
"1137",1137,"white","age.gp2","Tr","NoTrade","Group",21,2,10,5,4,1,19,1,13,8,1,20,14,7
"1138",1138,"white","age.gp2","Tr","NoTrade","Group",19,4,6,4,5,2,14,3,3,16,1,18,14,5
"1139",1139,"white","age.gp1","NoTr","NoTrade","NoGroup",14,7,5,1,1,2,9,3,4,10,1,13,9,5
"1140",1140,"white","age.gp1","NoTr","NoTrade","NoGroup",6,3,1,1,1,1,5,0,1,5,1,5,2,4
"1141",1141,"white","age.gp1","NoTr","NoTrade","NoGroup",11,9,0,2,0,1,8,2,2,9,1,10,3,8
"1142",1142,"white","age.gp1","NoTr","NoTrade","NoGroup",15,6,5,2,2,1,13,1,8,7,1,14,10,5
"1143",1143,"white","age.gp1","NoTr","NoTrade","NoGroup",8,6,1,1,0,1,5,2,6,2,0,8,3,5
"1144",1144,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,1,3,1,3,0,1,3,1,3,4,0
"1145",1145,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"1146",1146,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1
"1147",1147,"white","age.gp4","NoTr","NoTrade","NoGroup",5,1,0,2,2,1,4,0,2,3,1,4,2,3
"1148",1148,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,0,4,1,4,0,2,3,0,5,3,2
"1149",1149,"white","age.gp4","NoTr","NoTrade","NoGroup",6,1,2,0,3,0,6,0,1,5,1,5,2,4
"1150",1150,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,2,2,0,0,3,1,1,3,0,4,2,2
"1151",1151,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1152",1152,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,1,0,1,0
"1153",1153,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1154",1154,"white","age.gp4","NoTr","NoTrade","NoGroup",2,1,1,0,0,0,1,1,1,1,0,2,0,2
"1155",1155,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,1,3,0,5,0,0,5,0,5,2,3
"1156",1156,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1157",1157,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,1,4,0,4,1,1,4,0,5,3,2
"1158",1158,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1159",1159,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,0,3,0,1,2,0,3,2,1
"1160",1160,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1161",1161,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,2,0,2,0,4,0,1,3,0,4,3,1
"1162",1162,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"1163",1163,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,2,2,0,4,1,2,3,0,5,2,3
"1164",1164,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1
"1165",1165,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,3,0,3,0,5,1,2,4,0,6,4,2
"1166",1166,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,2,0,2,1,3,0,2,2,0,4,3,1
"1167",1167,"white","age.gp4","NoTr","NoTrade","NoGroup",4,1,1,0,2,0,4,0,3,1,0,4,3,1
"1168",1168,"white","age.gp4","NoTr","NoTrade","NoGroup",2,1,1,0,0,0,2,0,1,1,0,2,1,1
"1169",1169,"white","age.gp4","NoTr","NoTrade","NoGroup",4,1,0,2,1,0,4,0,2,2,0,4,3,1
"1170",1170,"white","age.gp4","NoTr","NoTrade","NoGroup",5,1,1,2,1,1,4,0,2,3,0,5,2,3
"1171",1171,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,1,0,0,1,1,0
"1172",1172,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1173",1173,"white","age.gp4","NoTr","NoTrade","NoGroup",7,1,1,1,4,2,5,0,3,4,2,5,5,2
"1174",1174,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1175",1175,"white","age.gp4","NoTr","NoTrade","NoGroup",8,2,2,2,2,0,5,3,5,3,0,8,4,4
"1176",1176,"white","age.gp4","Tr","NoTrade","NoGroup",5,0,1,1,3,0,4,1,0,5,0,5,3,2
"1177",1177,"white","age.gp4","Tr","NoTrade","NoGroup",7,0,2,2,3,0,7,0,2,5,1,6,5,2
"1178",1178,"white","age.gp4","Tr","NoTrade","NoGroup",3,1,0,0,2,0,3,0,1,2,0,3,1,2
"1179",1179,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1180",1180,"white","age.gp4","Tr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,1,0,1,0
"1181",1181,"white","age.gp4","Tr","NoTrade","NoGroup",9,1,1,3,4,0,8,1,3,6,0,9,6,3
"1182",1182,"white","age.gp4","Tr","NoTrade","NoGroup",4,1,1,0,2,0,3,1,2,2,0,4,2,2
"1183",1183,"white","age.gp4","Tr","NoTrade","NoGroup",6,2,0,2,2,0,6,0,1,5,2,4,2,4
"1184",1184,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0
"1185",1185,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,1,0,1,0
"1186",1186,"white","age.gp4","Tr","NoTrade","NoGroup",7,0,1,2,4,1,5,1,1,6,0,7,4,3
"1187",1187,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"1188",1188,"white","age.gp4","Tr","NoTrade","NoGroup",5,0,3,0,2,0,4,1,1,4,1,4,3,2
"1189",1189,"white","age.gp4","Tr","NoTrade","NoGroup",8,1,0,5,2,0,8,0,2,6,0,8,5,3
"1190",1190,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1191",1191,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
