,Unnamed: 0,node,ethcat,agecat,treat,Trade_sex,Group_sex,degree,age.gp1,age.gp2,age.gp3,age.gp4,black,white,other,Tr,NoTr,Trade,NoTrade,Group,NoGroup
2278,2279,2279,other,age.gp2,Tr,NoTrade,Group,15,0,3,10,2,1,14,0,5,10,1,14,7,8
2569,2570,2570,white,age.gp4,NoTr,NoTrade,Group,12,0,1,5,6,0,12,0,3,9,1,11,9,3
2760,2761,2761,white,age.gp3,NoTr,NoTrade,NoGroup,6,0,2,2,2,0,6,0,3,3,0,6,5,1
2778,2779,2779,white,age.gp3,NoTr,NoTrade,Group,16,1,7,4,4,0,15,1,5,11,1,15,12,4
99,100,100,white,age.gp3,NoTr,NoTrade,Group,26,3,9,9,5,3,20,3,11,15,1,25,16,10
105,106,106,white,age.gp3,NoTr,NoTrade,Group,18,3,6,3,6,1,16,1,6,12,0,18,12,6
244,245,245,white,age.gp2,Tr,NoTrade,Group,24,5,7,4,8,2,18,4,6,18,1,23,15,9
461,462,462,white,age.gp1,NoTr,NoTrade,NoGroup,11,6,0,5,0,0,11,0,2,9,1,10,7,4
739,740,740,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,1,3,2,2,0,0,4,0,4,2,2
1238,1239,1239,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,2,2,1,4,0,2,3,1,4,5,0
1283,1284,1284,white,age.gp4,NoTr,NoTrade,Group,9,1,3,2,3,1,7,1,5,4,1,8,7,2
1555,1556,1556,white,age.gp3,NoTr,NoTrade,Group,25,4,9,8,4,1,19,5,9,16,2,23,18,7
1631,1632,1632,white,age.gp1,NoTr,NoTrade,NoGroup,6,1,1,2,2,1,5,0,0,6,1,5,3,3
1655,1656,1656,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,3,3,0,0,6,0,3,3,0,6,5,1
1795,1796,1796,white,age.gp4,Tr,NoTrade,Group,9,1,1,3,4,1,8,0,2,7,0,9,5,4
1872,1873,1873,other,age.gp1,NoTr,NoTrade,Group,14,3,4,2,5,2,12,0,5,9,0,14,9,5
1976,1977,1977,white,age.gp4,Tr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,1,0
2061,2062,2062,white,age.gp3,Tr,NoTrade,Group,21,1,9,7,4,2,18,1,5,16,1,20,13,8
2067,2068,2068,white,age.gp3,Tr,NoTrade,Group,15,1,5,4,5,2,11,2,2,13,0,15,14,1
2100,2101,2101,black,age.gp3,NoTr,NoTrade,NoGroup,6,0,1,4,1,4,2,0,1,5,2,4,4,2
2362,2363,2363,white,age.gp3,Tr,NoTrade,NoGroup,8,0,4,3,1,0,7,1,4,4,0,8,7,1
2389,2390,2390,white,age.gp2,Tr,NoTrade,Group,23,1,9,10,3,2,18,3,5,18,1,22,15,8
2402,2403,2403,white,age.gp3,NoTr,NoTrade,NoGroup,6,0,4,2,0,0,6,0,3,3,0,6,4,2
2525,2526,2526,white,age.gp2,NoTr,NoTrade,Group,15,1,7,4,3,2,12,1,1,14,1,14,10,5
2737,2738,2738,white,age.gp2,Tr,NoTrade,Group,29,4,15,8,2,3,23,3,13,16,2,27,20,9
246,247,247,white,age.gp2,Tr,NoTrade,Group,26,1,15,6,4,1,19,6,12,14,0,26,19,7
646,647,647,other,age.gp1,NoTr,Trade,Group,10,5,0,3,2,1,9,0,3,7,2,8,7,3
1732,1733,1733,white,age.gp3,Tr,NoTrade,Group,18,3,9,4,2,2,10,6,2,16,2,16,11,7
2513,2514,2514,white,age.gp1,NoTr,NoTrade,NoGroup,13,8,2,1,2,0,7,6,4,9,2,11,5,8
2934,2935,2935,white,age.gp4,NoTr,NoTrade,Group,12,0,0,3,9,2,9,1,2,10,1,11,8,4
101,102,102,white,age.gp3,NoTr,NoTrade,Group,14,1,6,4,3,1,13,0,2,12,0,14,9,5
107,108,108,white,age.gp2,NoTr,NoTrade,NoGroup,11,1,5,2,3,1,8,2,5,6,0,11,9,2
346,347,347,white,age.gp2,NoTr,NoTrade,Group,25,2,10,4,9,6,17,2,7,18,2,23,17,8
1223,1224,1224,white,age.gp4,NoTr,NoTrade,NoGroup,8,0,3,3,2,1,7,0,1,7,2,6,6,2
1246,1247,1247,white,age.gp1,NoTr,NoTrade,NoGroup,9,6,1,2,0,1,7,1,3,6,0,9,1,8
1402,1403,1403,white,age.gp3,NoTr,NoTrade,Group,21,2,6,9,4,2,19,0,10,11,1,20,14,7
1548,1549,1549,white,age.gp3,NoTr,NoTrade,Group,18,1,6,5,6,0,15,3,7,11,1,17,13,5
1781,1782,1782,white,age.gp4,Tr,NoTrade,Group,14,1,1,7,5,0,14,0,4,10,1,13,10,4
2663,2664,2664,white,age.gp3,NoTr,NoTrade,NoGroup,14,3,6,3,2,2,11,1,8,6,0,14,7,7
2743,2744,2744,white,age.gp2,NoTr,NoTrade,Group,21,2,12,3,4,1,20,0,9,12,3,18,16,5
2776,2777,2777,white,age.gp3,NoTr,NoTrade,Group,12,0,5,4,3,0,12,0,3,9,0,12,9,3
2940,2941,2941,white,age.gp4,NoTr,NoTrade,Group,7,0,3,1,3,1,5,1,3,4,0,7,5,2
124,125,125,white,age.gp3,NoTr,NoTrade,NoGroup,11,0,4,5,2,0,11,0,2,9,0,11,9,2
303,304,304,white,age.gp4,NoTr,NoTrade,Group,9,1,1,2,5,1,8,0,5,4,0,9,7,2
328,329,329,white,age.gp1,NoTr,NoTrade,NoGroup,7,2,1,3,1,0,6,1,3,4,0,7,2,5
340,341,341,white,age.gp1,NoTr,Trade,Group,21,11,5,5,0,0,12,9,10,11,4,17,12,9
516,517,517,black,age.gp3,NoTr,NoTrade,NoGroup,8,1,3,2,2,7,1,0,1,7,2,6,4,4
725,726,726,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,3,2,1,3,3,0,2,4,0,6,3,3
1850,1851,1851,black,age.gp3,NoTr,NoTrade,NoGroup,9,1,2,4,2,4,5,0,2,7,1,8,6,3
2113,2114,2114,white,age.gp2,NoTr,NoTrade,NoGroup,12,2,6,4,0,1,9,2,6,6,0,12,9,3
2328,2329,2329,white,age.gp3,Tr,NoTrade,Group,18,4,5,7,2,4,12,2,7,11,2,16,12,6
2529,2530,2530,white,age.gp2,NoTr,NoTrade,Group,22,2,12,6,2,3,18,1,9,13,3,19,16,6
2876,2877,2877,white,age.gp1,NoTr,NoTrade,NoGroup,12,7,1,2,2,1,8,3,2,10,0,12,8,4
232,233,233,white,age.gp2,Tr,NoTrade,Group,19,2,8,5,4,1,17,1,8,11,1,18,16,3
407,408,408,white,age.gp2,Tr,Trade,Group,22,2,10,7,3,3,17,2,9,13,3,19,17,5
659,660,660,white,age.gp2,Tr,NoTrade,NoGroup,14,3,6,2,3,2,10,2,4,10,1,13,6,8
661,662,662,white,age.gp2,NoTr,NoTrade,Group,19,2,9,6,2,2,14,3,10,9,2,17,12,7
1320,1321,1321,white,age.gp2,Tr,NoTrade,Group,21,2,12,3,4,1,17,3,11,10,3,18,15,6
1406,1407,1407,white,age.gp3,NoTr,NoTrade,Group,16,1,6,6,3,0,16,0,8,8,0,16,13,3
1611,1612,1612,white,age.gp3,Tr,NoTrade,NoGroup,7,2,0,3,2,0,7,0,2,5,0,7,5,2
2542,2543,2543,other,age.gp1,NoTr,NoTrade,NoGroup,3,2,0,1,0,0,3,0,0,3,1,2,2,1
2596,2597,2597,white,age.gp3,NoTr,NoTrade,Group,20,5,8,3,4,0,19,1,13,7,0,20,14,6
2862,2863,2863,white,age.gp1,Tr,NoTrade,NoGroup,8,4,2,2,0,2,5,1,3,5,1,7,5,3
104,105,105,white,age.gp3,NoTr,NoTrade,Group,17,3,5,8,1,0,16,1,10,7,2,15,11,6
187,188,188,white,age.gp3,Tr,NoTrade,NoGroup,13,3,2,6,2,1,12,0,2,11,2,11,9,4
886,887,887,white,age.gp3,NoTr,Trade,Group,25,2,14,6,3,2,19,4,10,15,1,24,16,9
1123,1124,1124,other,age.gp1,NoTr,NoTrade,NoGroup,4,2,1,1,0,0,4,0,1,3,0,4,3,1
1424,1425,1425,white,age.gp2,Tr,NoTrade,Group,21,1,10,8,2,0,19,2,9,12,2,19,15,6
1456,1457,1457,white,age.gp1,NoTr,NoTrade,NoGroup,10,6,2,2,0,0,9,1,4,6,0,10,4,6
1609,1610,1610,white,age.gp3,Tr,NoTrade,NoGroup,8,1,0,4,3,0,7,1,3,5,0,8,5,3
1805,1806,1806,white,age.gp2,Tr,NoTrade,Group,28,5,13,5,5,1,24,3,8,20,2,26,20,8
2121,2122,2122,white,age.gp3,NoTr,NoTrade,Group,20,3,11,4,2,1,15,4,10,10,0,20,8,12
2172,2173,2173,white,age.gp2,NoTr,NoTrade,Group,18,1,8,5,4,2,16,0,5,13,1,17,14,4
2254,2255,2255,white,age.gp4,Tr,NoTrade,Group,12,2,0,2,8,1,11,0,4,8,0,12,7,5
2666,2667,2667,white,age.gp3,NoTr,NoTrade,NoGroup,9,0,3,2,4,3,6,0,3,6,1,8,8,1
146,147,147,white,age.gp3,NoTr,NoTrade,Group,23,3,6,9,5,1,21,1,8,15,0,23,14,9
604,605,605,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,2,1,0,3,0,1,2,0,3,1,2
683,684,684,white,age.gp4,Tr,NoTrade,Group,7,0,1,2,4,0,6,1,4,3,0,7,7,0
705,706,706,white,age.gp2,NoTr,NoTrade,Group,19,1,9,4,5,3,16,0,9,10,0,19,11,8
1806,1807,1807,white,age.gp2,Tr,NoTrade,Group,19,2,8,5,4,2,15,2,5,14,1,18,9,10
2058,2059,2059,white,age.gp4,Tr,NoTrade,Group,9,1,2,2,4,1,7,1,4,5,0,9,7,2
2252,2253,2253,white,age.gp4,Tr,NoTrade,Group,12,1,1,6,4,0,12,0,2,10,0,12,7,5
2311,2312,2312,white,age.gp2,Tr,NoTrade,NoGroup,11,1,5,4,1,0,9,2,1,10,1,10,9,2
2514,2515,2515,white,age.gp1,NoTr,NoTrade,NoGroup,15,7,2,4,2,1,13,1,7,8,2,13,9,6
2787,2788,2788,white,age.gp2,NoTr,NoTrade,Group,31,2,12,12,5,1,25,5,10,21,1,30,18,13
2941,2942,2942,white,age.gp4,NoTr,NoTrade,Group,4,0,0,2,2,1,3,0,1,3,0,4,3,1
106,107,107,white,age.gp2,NoTr,NoTrade,NoGroup,11,3,5,1,2,0,10,1,7,4,1,10,5,6
178,179,179,white,age.gp3,Tr,NoTrade,NoGroup,7,0,6,0,1,1,3,3,2,5,0,7,2,5
898,899,899,other,age.gp1,Tr,NoTrade,NoGroup,3,2,1,0,0,0,2,1,0,3,0,3,1,2
1022,1023,1023,white,age.gp2,NoTr,Trade,Group,15,2,8,3,2,0,15,0,8,7,0,15,9,6
1165,1166,1166,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,2,0,2,1,3,0,2,2,0,4,3,1
1896,1897,1897,white,age.gp1,Tr,NoTrade,NoGroup,11,8,2,0,1,0,11,0,3,8,1,10,3,8
2305,2306,2306,white,age.gp2,NoTr,NoTrade,NoGroup,12,1,8,2,1,3,8,1,6,6,0,12,6,6
1205,1206,1206,white,age.gp4,Tr,NoTrade,NoGroup,7,1,2,2,2,0,6,1,2,5,2,5,5,2
1886,1887,1887,other,age.gp1,NoTr,NoTrade,Group,11,4,3,2,2,0,11,0,4,7,1,10,3,8
1961,1962,1962,white,age.gp4,NoTr,NoTrade,Group,10,1,3,1,5,1,7,2,3,7,1,9,6,4
1967,1968,1968,white,age.gp4,Tr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,0,1
2476,2477,2477,white,age.gp2,Tr,NoTrade,Group,22,3,9,6,4,3,15,4,10,12,1,21,17,5
2772,2773,2773,white,age.gp3,NoTr,NoTrade,Group,16,1,6,3,6,2,12,2,9,7,2,14,12,4
108,109,109,white,age.gp2,NoTr,NoTrade,NoGroup,7,1,1,2,3,0,7,0,1,6,0,7,6,1
272,273,273,white,age.gp4,NoTr,NoTrade,NoGroup,10,0,4,2,4,1,9,0,2,8,0,10,4,6
1557,1558,1558,white,age.gp3,NoTr,NoTrade,Group,18,3,4,5,6,0,17,1,12,6,1,17,12,6
2562,2563,2563,white,age.gp4,NoTr,NoTrade,Group,8,0,4,2,2,1,7,0,3,5,1,7,6,2
109,110,110,white,age.gp2,NoTr,NoTrade,NoGroup,7,0,3,2,2,1,4,2,2,5,0,7,3,4
614,615,615,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,3,0,0,3,0,3,1,2
1252,1253,1253,white,age.gp2,Tr,NoTrade,Group,21,2,12,3,4,1,17,3,9,12,1,20,14,7
1920,1921,1921,other,age.gp2,NoTr,NoTrade,NoGroup,2,0,2,0,0,0,2,0,0,2,0,2,1,1
2921,2922,2922,white,age.gp4,NoTr,NoTrade,Group,8,0,1,1,6,0,8,0,1,7,0,8,5,3
110,111,111,white,age.gp2,NoTr,NoTrade,NoGroup,11,3,3,2,3,0,8,3,4,7,2,9,7,4
219,220,220,other,age.gp2,Tr,NoTrade,NoGroup,4,0,2,1,1,0,4,0,2,2,0,4,2,2
329,330,330,white,age.gp1,NoTr,NoTrade,NoGroup,7,4,3,0,0,0,6,1,4,3,0,7,4,3
637,638,638,other,age.gp1,NoTr,Trade,Group,11,7,2,0,2,0,11,0,6,5,0,11,6,5
1175,1176,1176,white,age.gp4,Tr,NoTrade,NoGroup,5,0,1,1,3,0,4,1,0,5,0,5,3,2
1405,1406,1406,white,age.gp3,NoTr,NoTrade,Group,18,1,9,3,5,2,15,1,9,9,1,17,12,6
2117,2118,2118,white,age.gp3,NoTr,NoTrade,Group,14,2,4,5,3,0,11,3,7,7,1,13,9,5
2635,2636,2636,white,age.gp4,NoTr,NoTrade,NoGroup,7,0,3,2,2,0,7,0,1,6,0,7,4,3
2969,2970,2970,white,age.gp2,NoTr,NoTrade,Group,29,3,13,8,5,2,25,2,11,18,1,28,21,8
632,633,633,other,age.gp1,NoTr,Trade,Group,10,5,0,5,0,2,8,0,2,8,1,9,4,6
700,701,701,white,age.gp4,Tr,NoTrade,Group,13,0,2,5,6,1,12,0,6,7,0,13,9,4
1031,1032,1032,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,2,1,2,1,0,0,3,0,3,1,2
1376,1377,1377,black,age.gp2,NoTr,NoTrade,NoGroup,4,0,1,2,1,1,2,1,2,2,0,4,3,1
2356,2357,2357,white,age.gp3,Tr,NoTrade,NoGroup,9,0,2,5,2,0,8,1,4,5,0,9,6,3
2420,2421,2421,white,age.gp3,NoTr,Trade,Group,15,1,9,2,3,3,11,1,11,4,1,14,12,3
2474,2475,2475,white,age.gp2,Tr,NoTrade,Group,26,1,9,7,9,2,22,2,10,16,1,25,16,10
2661,2662,2662,white,age.gp2,NoTr,NoTrade,Group,20,2,6,9,3,3,16,1,7,13,1,19,11,9
2958,2959,2959,white,age.gp2,NoTr,NoTrade,Group,14,0,7,6,1,2,11,1,4,10,0,14,6,8
112,113,113,white,age.gp3,NoTr,NoTrade,NoGroup,10,0,3,3,4,1,9,0,2,8,2,8,7,3
995,996,996,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,0,1
1466,1467,1467,white,age.gp2,NoTr,Trade,Group,23,0,12,7,4,1,21,1,10,13,2,21,16,7
1939,1940,1940,white,age.gp4,NoTr,NoTrade,Group,10,3,2,2,3,0,8,2,5,5,0,10,3,7
113,114,114,white,age.gp3,NoTr,NoTrade,NoGroup,1,1,0,0,0,0,1,0,1,0,0,1,0,1
114,115,115,white,age.gp3,NoTr,NoTrade,NoGroup,7,0,6,1,0,1,6,0,4,3,2,5,7,0
660,661,661,white,age.gp2,NoTr,NoTrade,Group,23,1,11,8,3,3,20,0,12,11,1,22,17,6
2739,2740,2740,white,age.gp2,Tr,NoTrade,Group,22,2,10,4,6,2,18,2,8,14,1,21,16,6
115,116,116,white,age.gp3,NoTr,NoTrade,NoGroup,11,0,6,3,2,1,10,0,5,6,2,9,8,3
410,411,411,white,age.gp2,Tr,Trade,Group,21,4,9,5,3,0,18,3,7,14,0,21,11,10
1309,1310,1310,white,age.gp2,Tr,NoTrade,NoGroup,15,2,4,5,4,2,12,1,2,13,2,13,9,6
1619,1620,1620,white,age.gp2,Tr,NoTrade,Group,18,2,11,1,4,1,15,2,7,11,2,16,13,5
2358,2359,2359,white,age.gp3,Tr,NoTrade,NoGroup,10,1,4,4,1,1,6,3,1,9,0,10,5,5
2602,2603,2603,white,age.gp3,NoTr,NoTrade,Group,17,1,10,3,3,0,16,1,7,10,1,16,14,3
2788,2789,2789,white,age.gp2,NoTr,NoTrade,Group,23,2,10,8,3,1,19,3,8,15,2,21,13,10
2971,2972,2972,white,age.gp2,NoTr,NoTrade,Group,24,0,13,6,5,1,23,0,11,13,1,23,17,7
116,117,117,white,age.gp3,NoTr,NoTrade,NoGroup,8,1,4,2,1,1,7,0,3,5,2,6,3,5
511,512,512,white,age.gp2,Tr,NoTrade,NoGroup,14,3,7,3,1,1,12,1,6,8,3,11,11,3
816,817,817,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,1,1,3,2,4,0,2,4,0,6,2,4
918,919,919,white,age.gp1,NoTr,Trade,NoGroup,15,12,0,3,0,1,12,2,1,14,2,13,5,10
1545,1546,1546,white,age.gp2,NoTr,NoTrade,NoGroup,9,2,2,3,2,0,9,0,3,6,1,8,7,2
1708,1709,1709,white,age.gp2,Tr,NoTrade,Group,28,3,12,8,5,4,19,5,9,19,4,24,17,11
2668,2669,2669,white,age.gp3,NoTr,NoTrade,NoGroup,9,2,2,2,3,0,8,1,4,5,0,9,5,4
1145,1146,1146,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,0,1
1632,1633,1633,white,age.gp1,NoTr,NoTrade,NoGroup,7,4,0,1,2,0,7,0,1,6,2,5,2,5
2086,2087,2087,black,age.gp3,NoTr,NoTrade,NoGroup,4,2,0,2,0,1,3,0,0,4,1,3,1,3
2659,2660,2660,white,age.gp2,NoTr,NoTrade,Group,21,2,8,7,4,2,18,1,6,15,2,19,14,7
118,119,119,white,age.gp3,NoTr,NoTrade,NoGroup,9,0,5,1,3,0,8,1,5,4,0,9,6,3
746,747,747,white,age.gp2,Tr,NoTrade,Group,31,2,16,11,2,2,27,2,17,14,3,28,18,13
2304,2305,2305,other,age.gp2,Tr,NoTrade,Group,16,1,7,5,3,2,14,0,9,7,0,16,8,8
119,120,120,white,age.gp3,NoTr,NoTrade,NoGroup,7,2,3,0,2,1,5,1,2,5,1,6,3,4
1226,1227,1227,white,age.gp4,NoTr,NoTrade,NoGroup,5,1,2,2,0,0,5,0,2,3,1,4,2,3
1239,1240,1240,white,age.gp2,Tr,NoTrade,NoGroup,10,2,3,5,0,0,8,2,3,7,2,8,7,3
2465,2466,2466,white,age.gp1,Tr,NoTrade,NoGroup,16,8,4,2,2,2,12,2,6,10,2,14,9,7
120,121,121,white,age.gp3,NoTr,NoTrade,NoGroup,9,0,4,3,2,2,7,0,0,9,3,6,9,0
1056,1057,1057,white,age.gp4,NoTr,NoTrade,Group,11,1,5,3,2,0,9,2,4,7,0,11,6,5
1464,1465,1465,white,age.gp2,NoTr,Trade,Group,14,1,6,6,1,0,13,1,4,10,0,14,12,2
2413,2414,2414,white,age.gp3,NoTr,Trade,Group,18,3,4,6,5,0,17,1,6,12,2,16,12,6
2716,2717,2717,white,age.gp4,NoTr,NoTrade,Group,11,0,1,2,8,2,9,0,5,6,2,9,9,2
121,122,122,white,age.gp3,NoTr,NoTrade,NoGroup,7,1,3,1,2,0,6,1,4,3,1,6,4,3
666,667,667,white,age.gp2,Tr,NoTrade,NoGroup,9,0,4,4,1,0,9,0,3,6,0,9,6,3
697,698,698,white,age.gp4,Tr,NoTrade,Group,14,1,4,2,7,1,10,3,6,8,0,14,10,4
1169,1170,1170,white,age.gp4,NoTr,NoTrade,NoGroup,5,1,1,2,1,1,4,0,2,3,0,5,2,3
2552,2553,2553,other,age.gp1,NoTr,NoTrade,NoGroup,4,0,1,1,2,0,4,0,2,2,0,4,3,1
122,123,123,white,age.gp3,NoTr,NoTrade,NoGroup,9,1,3,2,3,1,8,0,6,3,0,9,5,4
512,513,513,black,age.gp3,NoTr,NoTrade,NoGroup,5,0,0,4,1,2,3,0,0,5,1,4,3,2
656,657,657,white,age.gp2,Tr,NoTrade,NoGroup,19,2,6,6,5,3,14,2,8,11,1,18,11,8
2253,2254,2254,white,age.gp4,Tr,NoTrade,Group,13,2,2,3,6,1,12,0,2,11,0,13,9,4
2511,2512,2512,white,age.gp1,NoTr,NoTrade,NoGroup,21,12,6,3,0,0,17,4,12,9,4,17,12,9
123,124,124,white,age.gp3,NoTr,NoTrade,NoGroup,3,1,0,0,2,0,2,1,0,3,1,2,1,2
1964,1965,1965,white,age.gp4,NoTr,NoTrade,Group,17,0,4,5,8,1,16,0,4,13,2,15,12,5
2490,2491,2491,other,age.gp1,NoTr,NoTrade,NoGroup,7,3,2,1,1,1,6,0,1,6,0,7,1,6
830,831,831,white,age.gp3,NoTr,NoTrade,NoGroup,9,2,1,3,3,1,8,0,1,8,2,7,4,5
1423,1424,1424,white,age.gp2,NoTr,NoTrade,Group,21,1,11,4,5,0,19,2,12,9,0,21,14,7
1861,1862,1862,white,age.gp3,NoTr,NoTrade,Group,12,0,7,3,2,1,8,3,5,7,1,11,6,6
2062,2063,2063,white,age.gp3,Tr,NoTrade,Group,17,4,7,4,2,1,14,2,4,13,0,17,8,9
2636,2637,2637,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,0,1
125,126,126,white,age.gp3,NoTr,NoTrade,NoGroup,7,0,3,3,1,0,5,2,5,2,1,6,2,5
201,202,202,other,age.gp2,Tr,NoTrade,NoGroup,5,0,2,3,0,0,5,0,3,2,1,4,3,2
855,856,856,other,age.gp2,Tr,NoTrade,Group,6,0,3,2,1,0,6,0,2,4,0,6,3,3
1432,1433,1433,white,age.gp3,Tr,NoTrade,NoGroup,14,1,5,6,2,0,13,1,7,7,1,13,9,5
1674,1675,1675,white,age.gp2,Tr,NoTrade,NoGroup,12,1,7,3,1,0,10,2,2,10,0,12,6,6
126,127,127,white,age.gp1,NoTr,NoTrade,NoGroup,8,6,0,1,1,1,4,3,2,6,0,8,2,6
1075,1076,1076,white,age.gp4,NoTr,NoTrade,Group,15,1,7,1,6,2,10,3,6,9,0,15,9,6
1462,1463,1463,white,age.gp1,NoTr,NoTrade,NoGroup,13,6,5,0,2,0,13,0,2,11,0,13,6,7
1614,1615,1615,white,age.gp3,Tr,NoTrade,NoGroup,5,2,2,1,0,0,5,0,2,3,0,5,3,2
1623,1624,1624,white,age.gp1,NoTr,NoTrade,NoGroup,13,8,2,3,0,3,8,2,2,11,0,13,6,7
1894,1895,1895,other,age.gp1,NoTr,NoTrade,Group,9,5,1,1,2,0,9,0,5,4,1,8,5,4
2539,2540,2540,other,age.gp1,NoTr,NoTrade,NoGroup,8,3,2,1,2,0,8,0,2,6,1,7,2,6
2907,2908,2908,other,age.gp1,NoTr,NoTrade,NoGroup,5,2,0,2,1,0,5,0,2,3,1,4,3,2
278,279,279,white,age.gp4,NoTr,NoTrade,NoGroup,5,1,0,1,3,0,5,0,2,3,0,5,3,2
628,629,629,other,age.gp1,NoTr,Trade,Group,4,2,2,0,0,0,4,0,2,2,0,4,2,2
787,788,788,black,age.gp1,Tr,NoTrade,NoGroup,8,3,1,3,1,2,6,0,2,6,1,7,5,3
935,936,936,white,age.gp3,NoTr,NoTrade,NoGroup,7,1,3,1,2,0,7,0,3,4,0,7,5,2
1895,1896,1896,other,age.gp1,NoTr,NoTrade,Group,7,6,0,1,0,0,7,0,1,6,1,6,3,4
2380,2381,2381,white,age.gp1,NoTr,NoTrade,NoGroup,9,6,2,0,1,0,8,1,2,7,2,7,5,4
2473,2474,2474,white,age.gp2,Tr,NoTrade,Group,27,3,10,6,8,1,22,4,8,19,0,27,17,10
2919,2920,2920,white,age.gp1,NoTr,NoTrade,NoGroup,11,7,1,3,0,3,6,2,4,7,4,7,5,6
128,129,129,white,age.gp1,NoTr,NoTrade,NoGroup,17,8,3,1,5,2,12,3,5,12,4,13,9,8
135,136,136,white,age.gp2,NoTr,NoTrade,NoGroup,6,1,1,2,2,0,5,1,2,4,0,6,3,3
408,409,409,white,age.gp2,Tr,Trade,Group,24,3,15,3,3,2,19,3,10,14,0,24,14,10
633,634,634,other,age.gp1,NoTr,Trade,Group,9,3,3,2,1,0,8,1,4,5,0,9,4,5
751,752,752,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,2,0,3,1,5,0,2,4,0,6,2,4
917,918,918,white,age.gp1,NoTr,Trade,NoGroup,10,2,1,4,3,1,9,0,4,6,0,10,3,7
1181,1182,1182,white,age.gp4,Tr,NoTrade,NoGroup,4,1,1,0,2,0,3,1,2,2,0,4,2,2
1668,1669,1669,black,age.gp1,Tr,Trade,Group,15,7,4,3,1,6,8,1,4,11,1,14,5,10
1742,1743,1743,black,age.gp4,NoTr,NoTrade,NoGroup,11,1,5,2,3,6,5,0,3,8,0,11,5,6
1883,1884,1884,other,age.gp1,NoTr,NoTrade,Group,7,3,3,1,0,0,7,0,4,3,2,5,3,4
2070,2071,2071,white,age.gp3,Tr,NoTrade,Group,22,3,7,8,4,3,18,1,9,13,1,21,10,12
2180,2181,2181,white,age.gp4,NoTr,NoTrade,NoGroup,3,1,0,0,2,0,3,0,1,2,0,3,1,2
2249,2250,2250,white,age.gp4,Tr,NoTrade,Group,13,1,0,6,6,0,13,0,4,9,1,12,10,3
2888,2889,2889,other,age.gp1,NoTr,NoTrade,NoGroup,2,1,1,0,0,0,2,0,0,2,0,2,1,1
129,130,130,white,age.gp1,NoTr,NoTrade,NoGroup,5,2,2,1,0,0,3,2,3,2,0,5,2,3
853,854,854,other,age.gp2,Tr,NoTrade,Group,13,2,4,2,5,2,11,0,3,10,1,12,8,5
1618,1619,1619,white,age.gp2,Tr,NoTrade,Group,23,4,14,4,1,2,19,2,10,13,1,22,12,11
1712,1713,1713,white,age.gp1,Tr,NoTrade,NoGroup,13,5,1,4,3,2,8,3,1,12,2,11,8,5
2897,2898,2898,other,age.gp1,NoTr,NoTrade,NoGroup,6,4,1,1,0,0,6,0,2,4,0,6,4,2
460,461,461,white,age.gp1,NoTr,NoTrade,NoGroup,14,4,2,3,5,1,11,2,5,9,3,11,9,5
1083,1084,1084,white,age.gp4,NoTr,NoTrade,Group,17,2,4,1,10,0,15,2,6,11,0,17,13,4
1621,1622,1622,white,age.gp2,Tr,NoTrade,Group,25,3,14,5,3,3,19,3,9,16,2,23,18,7
2700,2701,2701,white,age.gp4,NoTr,NoTrade,Group,11,2,4,1,4,1,9,1,5,6,2,9,8,3
131,132,132,white,age.gp2,NoTr,NoTrade,NoGroup,11,0,6,4,1,2,8,1,5,6,0,11,5,6
152,153,153,white,age.gp3,NoTr,NoTrade,Group,17,2,9,4,2,1,15,1,5,12,2,15,13,4
192,193,193,white,age.gp2,Tr,NoTrade,NoGroup,14,0,9,1,4,0,11,3,7,7,0,14,7,7
281,282,282,white,age.gp2,Tr,NoTrade,Group,23,1,14,5,3,3,16,4,9,14,3,20,17,6
1604,1605,1605,white,age.gp3,Tr,NoTrade,NoGroup,8,1,4,1,2,1,7,0,3,5,1,7,4,4
1767,1768,1768,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,0,1
2111,2112,2112,white,age.gp2,NoTr,NoTrade,NoGroup,8,2,4,1,1,1,5,2,2,6,0,8,3,5
2342,2343,2343,white,age.gp2,Tr,NoTrade,Group,20,2,9,8,1,3,14,3,7,13,2,18,13,7
